

================================================================================
********************************************************************************
The local date and time is: Fri Apr 12 10:28:52 2019
********************************************************************************
================================================================================
Below is spreadsheet-like data. Copy and paste on excel or google spreadsheet.

Minimum Conflict Algorithm Detail
Trials	Time	Iteration	Max steps	TOTAL STEPS	Suucess/Fail
31	2	1	2048	1000000	SUCCESS
32	1	1	2048	1000000	SUCCESS
33	1	1	2048	1000000	SUCCESS
34	1	1	2048	1000000	SUCCESS
35	1	1	2048	1000000	SUCCESS
36	1	1	2048	1000000	SUCCESS
37	1	1	2048	1000000	SUCCESS
38	1	1	2048	1000000	SUCCESS
39	2	1	2048	1000000	SUCCESS
40	2	1	2048	1000000	SUCCESS
41	1	1	2048	1000000	SUCCESS
42	1	1	2048	1000000	SUCCESS
43	1	1	2048	1000000	SUCCESS
44	1	1	2048	1000000	SUCCESS
45	1	1	2048	1000000	SUCCESS
46	1	1	2048	1000000	SUCCESS
47	1	1	2048	1000000	SUCCESS
48	2	1	2048	1000000	SUCCESS
49	2	1	2048	1000000	SUCCESS
50	2	1	2048	1000000	SUCCESS
1	1	1	4096	1000000	SUCCESS
2	1	1	4096	1000000	SUCCESS
3	1	1	4096	1000000	SUCCESS
4	1	1	4096	1000000	SUCCESS
5	2	1	4096	1000000	SUCCESS
6	2	1	4096	1000000	SUCCESS
7	1	1	4096	1000000	SUCCESS
8	1	1	4096	1000000	SUCCESS
9	1	1	4096	1000000	SUCCESS
10	1	1	4096	1000000	SUCCESS
11	1	1	4096	1000000	SUCCESS
12	2	1	4096	1000000	SUCCESS
13	2	1	4096	1000000	SUCCESS
14	1	1	4096	1000000	SUCCESS
15	1	1	4096	1000000	SUCCESS
16	1	1	4096	1000000	SUCCESS
17	1	1	4096	1000000	SUCCESS
18	1	1	4096	1000000	SUCCESS
19	1	1	4096	1000000	SUCCESS
20	2	1	4096	1000000	SUCCESS
21	2	1	4096	1000000	SUCCESS
22	1	1	4096	1000000	SUCCESS
23	1	1	4096	1000000	SUCCESS
24	1	1	4096	1000000	SUCCESS
25	1	1	4096	1000000	SUCCESS
26	1	1	4096	1000000	SUCCESS
27	1	1	4096	1000000	SUCCESS
28	2	1	4096	1000000	SUCCESS
29	2	1	4096	1000000	SUCCESS
30	1	1	4096	1000000	SUCCESS
31	1	1	4096	1000000	SUCCESS
32	1	1	4096	1000000	SUCCESS
33	1	1	4096	1000000	SUCCESS
34	1	1	4096	1000000	SUCCESS
35	1	1	4096	1000000	SUCCESS
36	2	1	4096	1000000	SUCCESS
37	2	1	4096	1000000	SUCCESS
38	1	1	4096	1000000	SUCCESS
39	1	1	4096	1000000	SUCCESS
40	1	1	4096	1000000	SUCCESS
41	1	1	4096	1000000	SUCCESS
42	1	1	4096	1000000	SUCCESS
43	1	1	4096	1000000	SUCCESS
44	1	1	4096	1000000	SUCCESS
45	2	1	4096	1000000	SUCCESS
46	2	1	4096	1000000	SUCCESS
47	1	1	4096	1000000	SUCCESS
48	1	1	4096	1000000	SUCCESS
49	1	1	4096	1000000	SUCCESS
50	1	1	4096	1000000	SUCCESS
1	2	1	8192	1000000	SUCCESS
2	2	1	8192	1000000	SUCCESS
3	1	1	8192	1000000	SUCCESS
4	1	1	8192	1000000	SUCCESS
5	1	1	8192	1000000	SUCCESS
6	1	1	8192	1000000	SUCCESS
7	2	1	8192	1000000	SUCCESS
8	2	1	8192	1000000	SUCCESS
9	2	1	8192	1000000	SUCCESS
10	1	1	8192	1000000	SUCCESS
11	1	1	8192	1000000	SUCCESS
12	1	1	8192	1000000	SUCCESS
13	1	1	8192	1000000	SUCCESS
14	1	1	8192	1000000	SUCCESS
15	1	1	8192	1000000	SUCCESS
16	2	1	8192	1000000	SUCCESS
17	2	1	8192	1000000	SUCCESS
18	1	1	8192	1000000	SUCCESS
19	1	1	8192	1000000	SUCCESS
20	1	1	8192	1000000	SUCCESS
21	1	1	8192	1000000	SUCCESS
22	1	1	8192	1000000	SUCCESS
23	2	1	8192	1000000	SUCCESS
24	2	1	8192	1000000	SUCCESS
25	2	1	8192	1000000	SUCCESS
26	1	1	8192	1000000	SUCCESS
27	1	1	8192	1000000	SUCCESS
28	1	1	8192	1000000	SUCCESS
29	1	1	8192	1000000	SUCCESS
30	1	1	8192	1000000	SUCCESS
31	2	1	8192	1000000	SUCCESS
32	2	1	8192	1000000	SUCCESS
33	1	1	8192	1000000	SUCCESS
34	1	1	8192	1000000	SUCCESS
35	2	1	8192	1000000	SUCCESS
36	1	1	8192	1000000	SUCCESS
37	1	1	8192	1000000	SUCCESS
38	1	1	8192	1000000	SUCCESS
39	1	1	8192	1000000	SUCCESS
40	1	1	8192	1000000	SUCCESS
41	1	1	8192	1000000	SUCCESS
42	2	1	8192	1000000	SUCCESS
43	2	1	8192	1000000	SUCCESS
44	1	1	8192	1000000	SUCCESS
45	1	1	8192	1000000	SUCCESS
46	1	1	8192	1000000	SUCCESS
47	1	1	8192	1000000	SUCCESS
48	1	1	8192	1000000	SUCCESS
49	1	1	8192	1000000	SUCCESS
50	1	1	8192	1000000	SUCCESS
1	1	1	16384	1000000	SUCCESS
2	1	1	16384	1000000	SUCCESS
3	1	1	16384	1000000	SUCCESS
4	1	1	16384	1000000	SUCCESS
5	1	1	16384	1000000	SUCCESS
6	1	1	16384	1000000	SUCCESS
7	1	1	16384	1000000	SUCCESS
8	1	1	16384	1000000	SUCCESS
9	1	1	16384	1000000	SUCCESS
10	2	1	16384	1000000	SUCCESS
11	2	1	16384	1000000	SUCCESS
12	1	1	16384	1000000	SUCCESS
13	1	1	16384	1000000	SUCCESS
14	1	1	16384	1000000	SUCCESS
15	1	1	16384	1000000	SUCCESS
16	1	1	16384	1000000	SUCCESS
17	1	1	16384	1000000	SUCCESS
18	2	1	16384	1000000	SUCCESS
19	2	1	16384	1000000	SUCCESS
20	1	1	16384	1000000	SUCCESS
21	1	1	16384	1000000	SUCCESS
22	1	1	16384	1000000	SUCCESS
23	1	1	16384	1000000	SUCCESS
24	1	1	16384	1000000	SUCCESS
25	2	1	16384	1000000	SUCCESS
26	2	1	16384	1000000	SUCCESS
27	1	1	16384	1000000	SUCCESS
28	1	1	16384	1000000	SUCCESS
29	1	1	16384	1000000	SUCCESS
30	1	1	16384	1000000	SUCCESS
31	1	1	16384	1000000	SUCCESS
32	2	1	16384	1000000	SUCCESS
33	2	1	16384	1000000	SUCCESS
34	2	1	16384	1000000	SUCCESS
35	1	1	16384	1000000	SUCCESS
36	1	1	16384	1000000	SUCCESS
37	1	1	16384	1000000	SUCCESS
38	1	1	16384	1000000	SUCCESS
39	1	1	16384	1000000	SUCCESS
40	1	1	16384	1000000	SUCCESS
41	2	1	16384	1000000	SUCCESS
42	2	1	16384	1000000	SUCCESS
43	1	1	16384	1000000	SUCCESS
44	1	1	16384	1000000	SUCCESS
45	1	1	16384	1000000	SUCCESS
46	1	1	16384	1000000	SUCCESS
47	1	1	16384	1000000	SUCCESS
48	2	1	16384	1000000	SUCCESS
49	2	1	16384	1000000	SUCCESS
50	1	1	16384	1000000	SUCCESS
1	1	1	32768	1000000	SUCCESS
2	1	1	32768	1000000	SUCCESS
3	2	1	32768	1000000	SUCCESS
4	2	1	32768	1000000	SUCCESS
5	1	1	32768	1000000	SUCCESS
6	1	1	32768	1000000	SUCCESS
7	1	1	32768	1000000	SUCCESS
8	1	1	32768	1000000	SUCCESS
9	1	1	32768	1000000	SUCCESS
10	2	1	32768	1000000	SUCCESS
11	2	1	32768	1000000	SUCCESS
12	2	1	32768	1000000	SUCCESS
13	1	1	32768	1000000	SUCCESS
14	1	1	32768	1000000	SUCCESS
15	1	1	32768	1000000	SUCCESS
16	1	1	32768	1000000	SUCCESS
17	1	1	32768	1000000	SUCCESS
18	2	1	32768	1000000	SUCCESS
19	2	1	32768	1000000	SUCCESS
20	2	1	32768	1000000	SUCCESS
21	2	1	32768	1000000	SUCCESS
22	1	1	32768	1000000	SUCCESS
23	1	1	32768	1000000	SUCCESS
24	1	1	32768	1000000	SUCCESS
25	1	1	32768	1000000	SUCCESS
26	1	1	32768	1000000	SUCCESS
27	2	1	32768	1000000	SUCCESS
28	2	1	32768	1000000	SUCCESS
29	2	1	32768	1000000	SUCCESS
30	1	1	32768	1000000	SUCCESS
31	1	1	32768	1000000	SUCCESS
32	1	1	32768	1000000	SUCCESS
33	1	1	32768	1000000	SUCCESS
34	1	1	32768	1000000	SUCCESS
35	1	1	32768	1000000	SUCCESS
36	2	1	32768	1000000	SUCCESS
37	2	1	32768	1000000	SUCCESS
38	2	1	32768	1000000	SUCCESS
39	1	1	32768	1000000	SUCCESS
40	1	1	32768	1000000	SUCCESS
41	1	1	32768	1000000	SUCCESS
42	1	1	32768	1000000	SUCCESS
43	1	1	32768	1000000	SUCCESS
44	1	1	32768	1000000	SUCCESS
45	2	1	32768	1000000	SUCCESS
46	2	1	32768	1000000	SUCCESS
47	1	1	32768	1000000	SUCCESS
48	1	1	32768	1000000	SUCCESS
49	1	1	32768	1000000	SUCCESS
50	1	1	32768	1000000	SUCCESS
1	2	1	65536	1000000	SUCCESS
2	2	1	65536	1000000	SUCCESS
3	1	1	65536	1000000	SUCCESS
4	1	1	65536	1000000	SUCCESS
5	1	1	65536	1000000	SUCCESS
6	1	1	65536	1000000	SUCCESS
7	1	1	65536	1000000	SUCCESS
8	1	1	65536	1000000	SUCCESS
9	2	1	65536	1000000	SUCCESS
10	2	1	65536	1000000	SUCCESS
11	1	1	65536	1000000	SUCCESS
12	1	1	65536	1000000	SUCCESS
13	1	1	65536	1000000	SUCCESS
14	1	1	65536	1000000	SUCCESS
15	1	1	65536	1000000	SUCCESS
16	1	1	65536	1000000	SUCCESS
17	2	1	65536	1000000	SUCCESS
18	2	1	65536	1000000	SUCCESS
19	2	1	65536	1000000	SUCCESS
20	1	1	65536	1000000	SUCCESS
21	1	1	65536	1000000	SUCCESS
22	1	1	65536	1000000	SUCCESS
23	1	1	65536	1000000	SUCCESS
24	1	1	65536	1000000	SUCCESS
25	2	1	65536	1000000	SUCCESS
26	2	1	65536	1000000	SUCCESS
27	2	1	65536	1000000	SUCCESS
28	1	1	65536	1000000	SUCCESS
29	1	1	65536	1000000	SUCCESS
30	1	1	65536	1000000	SUCCESS
31	1	1	65536	1000000	SUCCESS
32	1	1	65536	1000000	SUCCESS
33	1	1	65536	1000000	SUCCESS
34	2	1	65536	1000000	SUCCESS
35	2	1	65536	1000000	SUCCESS
36	2	1	65536	1000000	SUCCESS
37	1	1	65536	1000000	SUCCESS
38	1	1	65536	1000000	SUCCESS
39	1	1	65536	1000000	SUCCESS
40	1	1	65536	1000000	SUCCESS
41	1	1	65536	1000000	SUCCESS
42	2	1	65536	1000000	SUCCESS
43	2	1	65536	1000000	SUCCESS
44	2	1	65536	1000000	SUCCESS
45	1	1	65536	1000000	SUCCESS
46	1	1	65536	1000000	SUCCESS
47	1	1	65536	1000000	SUCCESS
48	1	1	65536	1000000	SUCCESS
49	2	1	65536	1000000	SUCCESS
50	1	1	65536	1000000	SUCCESS
1	1	1	131072	1000000	SUCCESS
2	1	1	131072	1000000	SUCCESS
3	1	1	131072	1000000	SUCCESS
4	1	1	131072	1000000	SUCCESS
5	2	1	131072	1000000	SUCCESS
6	2	1	131072	1000000	SUCCESS
7	2	1	131072	1000000	SUCCESS
8	2	1	131072	1000000	SUCCESS
9	1	1	131072	1000000	SUCCESS
10	1	1	131072	1000000	SUCCESS
11	1	1	131072	1000000	SUCCESS
12	1	1	131072	1000000	SUCCESS
13	1	1	131072	1000000	SUCCESS
14	1	1	131072	1000000	SUCCESS
15	2	1	131072	1000000	SUCCESS
16	2	1	131072	1000000	SUCCESS
17	2	1	131072	1000000	SUCCESS
18	2	1	131072	1000000	SUCCESS
19	1	1	131072	1000000	SUCCESS
20	1	1	131072	1000000	SUCCESS
21	1	1	131072	1000000	SUCCESS
22	1	1	131072	1000000	SUCCESS
23	1	1	131072	1000000	SUCCESS
24	1	1	131072	1000000	SUCCESS
25	2	1	131072	1000000	SUCCESS
26	2	1	131072	1000000	SUCCESS
27	1	1	131072	1000000	SUCCESS
28	1	1	131072	1000000	SUCCESS
29	1	1	131072	1000000	SUCCESS
30	1	1	131072	1000000	SUCCESS
31	1	1	131072	1000000	SUCCESS
32	1	1	131072	1000000	SUCCESS
33	2	1	131072	1000000	SUCCESS
34	2	1	131072	1000000	SUCCESS
35	1	1	131072	1000000	SUCCESS
36	1	1	131072	1000000	SUCCESS
37	1	1	131072	1000000	SUCCESS
38	1	1	131072	1000000	SUCCESS
39	1	1	131072	1000000	SUCCESS
40	2	1	131072	1000000	SUCCESS
41	2	1	131072	1000000	SUCCESS
42	2	1	131072	1000000	SUCCESS
43	1	1	131072	1000000	SUCCESS
44	1	1	131072	1000000	SUCCESS
45	1	1	131072	1000000	SUCCESS
46	1	1	131072	1000000	SUCCESS
47	1	1	131072	1000000	SUCCESS
48	2	1	131072	1000000	SUCCESS
49	2	1	131072	1000000	SUCCESS
50	2	1	131072	1000000	SUCCESS
1	1	1	262144	1000000	SUCCESS
2	1	1	262144	1000000	SUCCESS
3	1	1	262144	1000000	SUCCESS
4	1	1	262144	1000000	SUCCESS
5	2	1	262144	1000000	SUCCESS
6	2	1	262144	1000000	SUCCESS
7	1	1	262144	1000000	SUCCESS
8	1	1	262144	1000000	SUCCESS
9	1	1	262144	1000000	SUCCESS
10	1	1	262144	1000000	SUCCESS
11	1	1	262144	1000000	SUCCESS
12	2	1	262144	1000000	SUCCESS
13	2	1	262144	1000000	SUCCESS
14	2	1	262144	1000000	SUCCESS
15	2	1	262144	1000000	SUCCESS
16	1	1	262144	1000000	SUCCESS
17	1	1	262144	1000000	SUCCESS
18	1	1	262144	1000000	SUCCESS
19	1	1	262144	1000000	SUCCESS
20	1	1	262144	1000000	SUCCESS
21	2	1	262144	1000000	SUCCESS
22	2	1	262144	1000000	SUCCESS
23	2	1	262144	1000000	SUCCESS
24	2	1	262144	1000000	SUCCESS
25	1	1	262144	1000000	SUCCESS
26	1	1	262144	1000000	SUCCESS
27	1	1	262144	1000000	SUCCESS
28	1	1	262144	1000000	SUCCESS
29	1	1	262144	1000000	SUCCESS
30	1	1	262144	1000000	SUCCESS
31	1	1	262144	1000000	SUCCESS
32	1	1	262144	1000000	SUCCESS
33	2	1	262144	1000000	SUCCESS
34	2	1	262144	1000000	SUCCESS
35	1	1	262144	1000000	SUCCESS
36	2	1	262144	1000000	SUCCESS
37	1	1	262144	1000000	SUCCESS
38	1	1	262144	1000000	SUCCESS
39	1	1	262144	1000000	SUCCESS
40	1	1	262144	1000000	SUCCESS
41	1	1	262144	1000000	SUCCESS
42	1	1	262144	1000000	SUCCESS
43	2	1	262144	1000000	SUCCESS
44	2	1	262144	1000000	SUCCESS
45	2	1	262144	1000000	SUCCESS
46	1	1	262144	1000000	SUCCESS
47	1	1	262144	1000000	SUCCESS
48	1	1	262144	1000000	SUCCESS
49	1	1	262144	1000000	SUCCESS
50	2	1	262144	1000000	SUCCESS
1	1	1	524288	1000000	SUCCESS
2	1	1	524288	1000000	SUCCESS
3	1	1	524288	1000000	SUCCESS
4	1	1	524288	1000000	SUCCESS
5	1	1	524288	1000000	SUCCESS
6	2	1	524288	1000000	SUCCESS
7	2	1	524288	1000000	SUCCESS
8	2	1	524288	1000000	SUCCESS
9	2	1	524288	1000000	SUCCESS
10	2	1	524288	1000000	SUCCESS
11	1	1	524288	1000000	SUCCESS
12	1	1	524288	1000000	SUCCESS
13	1	1	524288	1000000	SUCCESS
14	1	1	524288	1000000	SUCCESS
15	1	1	524288	1000000	SUCCESS
16	1	1	524288	1000000	SUCCESS
17	2	1	524288	1000000	SUCCESS
18	2	1	524288	1000000	SUCCESS
19	1	1	524288	1000000	SUCCESS
20	1	1	524288	1000000	SUCCESS
21	1	1	524288	1000000	SUCCESS
22	1	1	524288	1000000	SUCCESS
23	1	1	524288	1000000	SUCCESS
24	1	1	524288	1000000	SUCCESS
25	1	1	524288	1000000	SUCCESS
26	1	1	524288	1000000	SUCCESS
27	1	1	524288	1000000	SUCCESS
28	1	1	524288	1000000	SUCCESS
29	1	1	524288	1000000	SUCCESS
30	1	1	524288	1000000	SUCCESS
31	2	1	524288	1000000	SUCCESS
32	2	1	524288	1000000	SUCCESS
33	1	1	524288	1000000	SUCCESS
34	1	1	524288	1000000	SUCCESS
35	1	1	524288	1000000	SUCCESS
36	1	1	524288	1000000	SUCCESS
37	1	1	524288	1000000	SUCCESS
38	1	1	524288	1000000	SUCCESS
39	2	1	524288	1000000	SUCCESS
40	2	1	524288	1000000	SUCCESS
41	2	1	524288	1000000	SUCCESS
42	1	1	524288	1000000	SUCCESS
43	1	1	524288	1000000	SUCCESS
44	1	1	524288	1000000	SUCCESS
45	1	1	524288	1000000	SUCCESS
46	1	1	524288	1000000	SUCCESS
47	2	1	524288	1000000	SUCCESS
48	1	1	524288	1000000	SUCCESS
49	2	1	524288	1000000	SUCCESS
50	2	1	524288	1000000	SUCCESS
1	1	1	1048576	1000000	SUCCESS
2	1	1	1048576	1000000	SUCCESS
3	1	1	1048576	1000000	SUCCESS
4	2	1	1048576	1000000	SUCCESS
5	2	1	1048576	1000000	SUCCESS
6	2	1	1048576	1000000	SUCCESS
7	1	1	1048576	1000000	SUCCESS
8	2	1	1048576	1000000	SUCCESS
9	1	1	1048576	1000000	SUCCESS
10	1	1	1048576	1000000	SUCCESS
11	1	1	1048576	1000000	SUCCESS
12	1	1	1048576	1000000	SUCCESS
13	1	1	1048576	1000000	SUCCESS
14	1	1	1048576	1000000	SUCCESS
15	2	1	1048576	1000000	SUCCESS
16	2	1	1048576	1000000	SUCCESS
17	1	1	1048576	1000000	SUCCESS
18	1	1	1048576	1000000	SUCCESS
19	1	1	1048576	1000000	SUCCESS
20	1	1	1048576	1000000	SUCCESS
21	3	1	1048576	1000000	SUCCESS
22	1	1	1048576	1000000	SUCCESS
23	2	1	1048576	1000000	SUCCESS
24	2	1	1048576	1000000	SUCCESS
25	2	1	1048576	1000000	SUCCESS
26	1	1	1048576	1000000	SUCCESS
27	1	1	1048576	1000000	SUCCESS
28	1	1	1048576	1000000	SUCCESS
29	1	1	1048576	1000000	SUCCESS
30	1	1	1048576	1000000	SUCCESS
31	1	1	1048576	1000000	SUCCESS
32	2	1	1048576	1000000	SUCCESS
33	2	1	1048576	1000000	SUCCESS
34	2	1	1048576	1000000	SUCCESS
35	1	1	1048576	1000000	SUCCESS
36	1	1	1048576	1000000	SUCCESS
37	1	1	1048576	1000000	SUCCESS
38	1	1	1048576	1000000	SUCCESS
39	1	1	1048576	1000000	SUCCESS
40	1	1	1048576	1000000	SUCCESS
41	1	1	1048576	1000000	SUCCESS
42	2	1	1048576	1000000	SUCCESS
43	2	1	1048576	1000000	SUCCESS
44	2	1	1048576	1000000	SUCCESS
45	2	1	1048576	1000000	SUCCESS
46	1	1	1048576	1000000	SUCCESS
47	1	1	1048576	1000000	SUCCESS
48	1	1	1048576	1000000	SUCCESS
49	1	1	1048576	1000000	SUCCESS
50	1	1	1048576	1000000	SUCCESS
